Municipality,Cases,Population,Year,code
Hällefors,0,7475,2007,1863
Härjedalen,0,10699,2007,2361
Härnösand,2,24922,2007,2280
Härryda,0,32969,2007,1401
Hässleholm,1,49780,2007,1293
Höganäs,1,24065,2007,1284
Högsby,0,5931,2007,821
Hörby,0,14584,2007,1266
Höör,0,14924,2007,1267
Jokkmokk,0,5406,2007,2510
Järfälla,0,63427,2007,123
Jönköping,8,123709,2007,680
Kalix,1,17283,2007,2514
Kalmar,1,61533,2007,880
Karlsborg,0,6850,2007,1446
Karlshamn,0,31052,2007,1082
Karlskoga,0,29988,2007,1883
Karlskrona,1,62338,2007,1080
Karlstad,0,83641,2007,1780
Katrineholm,3,32162,2007,483
Kil,0,11748,2007,1715
Kinda,0,9947,2007,513
Kiruna,0,23122,2007,2584
Klippan,0,16254,2007,1276
Knivsta,0,13954,2007,330
Kramfors,0,19663,2007,2282
Kristianstad,0,77245,2007,1290
Kristinehamn,0,23906,2007,1781
Krokom,0,14304,2007,2309
Kumla,1,19852,2007,1881
Kungsbacka,2,71942,2007,1384
Kungsör,0,8219,2007,1960
Kungälv,6,39649,2007,1482
Kävlinge,1,27746,2007,1261
Köping,2,24646,2007,1983
Laholm,0,23189,2007,1381
Landskrona,0,40419,2007,1282
Laxå,0,5922,2007,1860
Lekeberg,0,7097,2007,1814
Leksand,0,15338,2007,2029
Lerum,4,37711,2007,1441
Lessebo,0,8070,2007,761
Lidingö,1,42710,2007,186
Lidköping,1,37773,2007,1494
Lilla Edet,0,12835,2007,1462
Lindesberg,1,23104,2007,1885
Linköping,4,140367,2007,580
Ljungby,0,27276,2007,781
Ljusdal,0,19175,2007,2161
Ljusnarsberg,0,5188,2007,1864
Lomma,0,20023,2007,1262
Ludvika,0,25425,2007,2085
Luleå,2,73146,2007,2580
Lund,4,105286,2007,1281
Lycksele,0,12503,2007,2481
Lysekil,1,14633,2007,1484
Malmö,15,280801,2007,1280
Malung-Sälen,0,10428,2007,2023
Malå,0,3338,2007,2418
Mariestad,0,23871,2007,1493
Mark,0,33729,2007,1463
Markaryd,0,9641,2007,767
Mellerud,0,9553,2007,1461
Mjölby,0,25535,2007,586
Mora,0,20143,2007,2062
Motala,0,42060,2007,583
Mullsjö,0,7046,2007,642
Munkedal,0,10256,2007,1430
Munkfors,0,3880,2007,1762
Mölndal,0,59430,2007,1481
Mönsterås,0,13114,2007,861
Mörbylånga,0,13608,2007,840
Nacka,1,84303,2007,182
Nora,0,10447,2007,1884
Norberg,0,5788,2007,1962
Nordanstig,0,9813,2007,2132
Nordmaling,0,7390,2007,2401
Norrköping,0,126680,2007,581
Norrtälje,2,55225,2007,188
Norsjö,0,4380,2007,2417
Nybro,0,19643,2007,881
Nykvarn,0,8926,2007,140
Nyköping,0,50760,2007,480
Nynäshamn,0,25353,2007,192
Nässjö,0,29461,2007,682
Ockelbo,0,5985,2007,2101
Olofström,0,13198,2007,1060
Orsa,0,7091,2007,2034
Orust,0,15373,2007,1421
Osby,0,12623,2007,1273
Oskarshamn,0,26294,2007,882
Ovanåker,0,11795,2007,2121
Oxelösund,0,11148,2007,481
Pajala,0,6522,2007,2521
Partille,3,33699,2007,1402
Perstorp,0,6930,2007,1275
Piteå,0,40961,2007,2581
Ragunda,0,5747,2007,2303
Robertsfors,0,6909,2007,2409
Ronneby,0,28491,2007,1081
Rättvik,0,10883,2007,2031
Sala,1,21412,2007,1981
Salem,0,15065,2007,128
Sandviken,0,36804,2007,2181
Sigtuna,1,37793,2007,191
Simrishamn,0,19306,2007,1291
Sjöbo,0,18015,2007,1265
Skara,0,18544,2007,1495
Skellefteå,1,72090,2007,2482
Skinnskatteberg,0,4686,2007,1904
Skurup,1,14788,2007,1264
Skövde,1,50197,2007,1496
Smedjebacken,0,10715,2007,2061
Sollefteå,0,20679,2007,2283
Sollentuna,1,61387,2007,163
Solna,0,63318,2007,184
Sorsele,0,2811,2007,2422
Sotenäs,0,9280,2007,1427
Staffanstorp,0,21208,2007,1230
Stenungsund,0,23389,2007,1415
Stockholm,15,795163,2007,180
Storfors,0,4495,2007,1760
Storuman,0,6383,2007,2421
Strängnäs,0,31435,2007,486
Strömstad,2,11558,2007,1486
Strömsund,0,12679,2007,2313
Sundbyberg,0,35078,2007,183
Sundsvall,2,94575,2007,2281
Sunne,0,13566,2007,1766
Surahammar,0,10122,2007,1907
Svalöv,0,13143,2007,1214
Svedala,1,19149,2007,1263
Svenljunga,0,10431,2007,1465
Säffle,0,15868,2007,1785
Säter,0,11000,2007,2082
Sävsjö,0,10937,2007,684
Söderhamn,0,26120,2007,2182
Söderköping,1,14020,2007,582
Södertälje,1,83642,2007,181
Sölvesborg,1,16821,2007,1083
Tanum,0,12246,2007,1435
Tibro,0,10611,2007,1472
Tidaholm,0,12651,2007,1498
Tierp,1,20068,2007,360
Timrå,0,17884,2007,2262
Tingsryd,0,12600,2007,763
Tjörn,0,14944,2007,1419
Tomelilla,3,12772,2007,1270
Torsby,0,12878,2007,1737
Torsås,0,7133,2007,834
Tranemo,0,11750,2007,1452
Tranås,0,17920,2007,687
Trelleborg,0,41019,2007,1287
Trollhättan,1,54300,2007,1488
Trosa,0,11038,2007,488
Tyresö,0,42047,2007,138
Täby,0,61633,2007,160
Töreboda,0,9376,2007,1473
Uddevalla,3,50921,2007,1485
Ulricehamn,1,22542,2007,1491
Umeå,4,111771,2007,2480
Upplands-Bro,0,22221,2007,139
Upplands Väsby,1,38055,2007,114
Uppsala,4,187541,2007,380
Uppvidinge,0,9484,2007,760
Vadstena,0,7536,2007,584
Vaggeryd,0,12939,2007,665
Valdemarsvik,0,7949,2007,563
Vallentuna,2,28382,2007,115
Vansbro,0,6959,2007,2021
Vara,0,16008,2007,1470
Varberg,2,56114,2007,1383
Vaxholm,0,10600,2007,187
Vellinge,0,32565,2007,1233
Vetlanda,0,26365,2007,685
Vilhelmina,0,7220,2007,2462
Vimmerby,0,15608,2007,884
Vindeln,0,5640,2007,2404
Vingåker,1,9082,2007,428
Vårgårda,0,10988,2007,1442
Vänersborg,1,36939,2007,1487
Vännäs,0,8351,2007,2460
Värmdö,0,36870,2007,120
Värnamo,0,32930,2007,683
Västervik,2,36458,2007,883
Västerås,6,133728,2007,1980
Växjö,2,79562,2007,780
Ydre,0,3760,2007,512
Ystad,0,27719,2007,1286
Åmål,0,12589,2007,1492
Ånge,0,10442,2007,2260
Åre,0,10127,2007,2321
Årjäng,0,9877,2007,1765
Åsele,0,3265,2007,2463
Åstorp,0,14233,2007,1277
Åtvidaberg,0,11658,2007,561
Älmhult,0,15378,2007,765
Älvdalen,0,7362,2007,2039
Älvkarleby,0,9095,2007,319
Älvsbyn,0,8545,2007,2560
Ängelholm,1,38749,2007,1292
Öckerö,1,12256,2007,1407
Ödeshög,0,5371,2007,509
Örebro,2,130429,2007,1880
Örkelljunga,0,9577,2007,1257
Örnsköldsvik,1,55284,2007,2284
Östersund,0,58686,2007,2380
Österåker,0,38286,2007,117
Östhammar,0,21421,2007,382
Östra Göinge,0,13828,2007,1256
Överkalix,0,3795,2007,2513
Övertorneå,0,5092,2007,2518
Ale,1,27323,2008,1440
Alingsås,0,37247,2008,1489
Alvesta,0,18775,2008,764
Aneby,0,6523,2008,604
Arboga,0,13301,2008,1984
Arjeplog,0,3146,2008,2506
Arvidsjaur,0,6665,2008,2505
Arvika,0,26176,2008,1784
Askersund,0,11386,2008,1882
Avesta,0,21937,2008,2084
Bengtsfors,0,9897,2008,1460
Berg,0,7533,2008,2326
Bjurholm,0,2516,2008,2403
Bjuv,0,14613,2008,1260
Boden,3,27535,2008,2582
Bollebygd,0,8232,2008,1443
Bollnäs,0,26189,2008,2183
Borgholm,0,10855,2008,885
Borlänge,2,48185,2008,2081
Borås,1,101487,2008,1490
Botkyrka,3,80055,2008,127
Boxholm,0,5260,2008,560
Bromölla,0,12200,2008,1272
Bräcke,0,7009,2008,2305
Burlöv,0,16230,2008,1231
Båstad,0,14203,2008,1278
Dals-Ed,0,4788,2008,1438
Danderyd,0,30851,2008,162
Degerfors,0,9839,2008,1862
Dorotea,0,2914,2008,2425
Eda,0,8653,2008,1730
Ekerö,0,24779,2008,125
Eksjö,0,16312,2008,686
Emmaboda,0,9331,2008,862
Enköping,0,38978,2008,381
Eskilstuna,3,94785,2008,484
Eslöv,4,31123,2008,1285
Essunga,0,5625,2008,1445
Fagersta,2,12267,2008,1982
Falkenberg,0,40451,2008,1382
Falköping,2,31349,2008,1499
Falun,1,55297,2008,2080
Filipstad,0,10682,2008,1782
Finspång,1,20589,2008,562
Flen,3,16133,2008,482
Forshaga,0,11415,2008,1763
Färgelanda,0,6744,2008,1439
Gagnef,0,10107,2008,2026
Gislaved,0,29380,2008,662
Gnesta,0,10179,2008,461
Gnosjö,0,9658,2008,617
Gotland,1,57004,2008,980
Grums,1,9250,2008,1764
Grästorp,0,5851,2008,1444
Gullspång,0,5371,2008,1447
Gällivare,0,18703,2008,2523
Gävle,2,93509,2008,2180
Göteborg,30,500197,2008,1480
Götene,0,13085,2008,1471
Habo,0,10526,2008,643
Hagfors,0,12804,2008,1783
Hallsberg,0,15256,2008,1861
Hallstahammar,0,15014,2008,1961
Halmstad,3,90241,2008,1380
Hammarö,0,14655,2008,1761
Haninge,1,74968,2008,136
Haparanda,0,10173,2008,2583
Heby,0,13407,2008,331
Hedemora,0,15259,2008,2083
Helsingborg,27,126754,2008,1283
Herrljunga,0,9280,2008,1466
Hjo,0,8809,2008,1497
Hofors,1,9896,2008,2104
Huddinge,0,94209,2008,126
Hudiksvall,0,36905,2008,2184
Hultsfred,1,14046,2008,860
Hylte,1,10273,2008,1315
Håbo,8,19225,2008,305
Hällefors,0,7361,2008,1863
Härjedalen,0,10645,2008,2361
Härnösand,1,24716,2008,2280
Härryda,0,33580,2008,1401
Hässleholm,0,50006,2008,1293
Höganäs,0,24248,2008,1284
Högsby,0,5930,2008,821
Hörby,2,14757,2008,1266
Höör,1,15039,2008,1267
Jokkmokk,1,5305,2008,2510
Järfälla,1,64355,2008,123
Jönköping,4,125154,2008,680
Kalix,0,17162,2008,2514
Kalmar,0,61693,2008,880
Karlsborg,0,6790,2008,1446
Karlshamn,0,30959,2008,1082
Karlskoga,1,29872,2008,1883
Karlskrona,0,62804,2008,1080
Karlstad,4,83994,2008,1780
Katrineholm,2,32207,2008,483
Kil,0,11674,2008,1715
Kinda,0,9885,2008,513
Kiruna,0,23099,2008,2584
Klippan,3,16336,2008,1276
Knivsta,0,14259,2008,330
Kramfors,0,19473,2008,2282
Kristianstad,1,77977,2008,1290
Kristinehamn,1,23958,2008,1781
Krokom,0,14324,2008,2309
Kumla,0,20157,2008,1881
Kungsbacka,3,72676,2008,1384
Kungsör,0,8170,2008,1960
Kungälv,3,40268,2008,1482
Kävlinge,1,28255,2008,1261
Köping,2,24740,2008,1983
Laholm,0,23258,2008,1381
Landskrona,3,40860,2008,1282
Laxå,0,5870,2008,1860
Lekeberg,0,7111,2008,1814
Leksand,0,15288,2008,2029
Lerum,0,38085,2008,1441
Lessebo,0,8085,2008,761
Lidingö,0,43111,2008,186
Lidköping,0,37922,2008,1494
Lilla Edet,1,12831,2008,1462
Lindesberg,2,23099,2008,1885
Linköping,2,141863,2008,580
Ljungby,1,27430,2008,781
Ljusdal,0,19133,2008,2161
Ljusnarsberg,0,5129,2008,1864
Lomma,0,20449,2008,1262
Ludvika,0,25522,2008,2085
Luleå,4,73406,2008,2580
Lund,8,107351,2008,1281
Lycksele,0,12477,2008,2481
Lysekil,0,14659,2008,1484
Malmö,23,286535,2008,1280
Malung-Sälen,0,10385,2008,2023
Malå,0,3369,2008,2418
Mariestad,0,23825,2008,1493
Mark,0,33807,2008,1463
Markaryd,0,9600,2008,767
Mellerud,0,9442,2008,1461
Mjölby,0,25654,2008,586
Mora,0,20153,2008,2062
Motala,3,41953,2008,583
Mullsjö,0,7086,2008,642
Munkedal,0,10245,2008,1430
Munkfors,0,3814,2008,1762
Mölndal,1,59812,2008,1481
Mönsterås,0,12956,2008,861
Mörbylånga,0,13737,2008,840
Nacka,1,85661,2008,182
Nora,0,10375,2008,1884
Norberg,0,5749,2008,1962
Nordanstig,0,9736,2008,2132
Nordmaling,0,7276,2008,2401
Norrköping,8,128060,2008,581
Norrtälje,2,55528,2008,188
Norsjö,0,4363,2008,2417
Nybro,0,19557,2008,881
Nykvarn,0,9035,2008,140
Nyköping,1,50973,2008,480
Nynäshamn,0,25499,2008,192
Nässjö,2,29511,2008,682
Ockelbo,0,6027,2008,2101
Olofström,0,13167,2008,1060
Orsa,0,6990,2008,2034
Orust,0,15327,2008,1421
Osby,0,12648,2008,1273
Oskarshamn,0,26309,2008,882
Ovanåker,0,11647,2008,2121
Oxelösund,0,11170,2008,481
Pajala,0,6429,2008,2521
Partille,1,33802,2008,1402
Perstorp,0,6972,2008,1275
Piteå,0,40902,2008,2581
Ragunda,0,5681,2008,2303
Robertsfors,0,6900,2008,2409
Ronneby,1,28489,2008,1081
Rättvik,0,10850,2008,2031
Sala,1,21365,2008,1981
Salem,0,15177,2008,128
Sandviken,2,36879,2008,2181
Sigtuna,2,38372,2008,191
Simrishamn,2,19356,2008,1291
Sjöbo,1,18093,2008,1265
Skara,1,18518,2008,1495
Skellefteå,1,71862,2008,2482
Skinnskatteberg,0,4622,2008,1904
Skurup,0,14784,2008,1264
Skövde,0,50610,2008,1496
Smedjebacken,0,10734,2008,2061
Sollefteå,0,20538,2008,2283
Sollentuna,1,62097,2008,163
Solna,1,65289,2008,184
Sorsele,0,2733,2008,2422
Sotenäs,0,9170,2008,1427
Staffanstorp,0,21667,2008,1230
Stenungsund,0,23657,2008,1415
Stockholm,11,810120,2008,180
Storfors,0,4383,2008,1760
Storuman,0,6304,2008,2421
Strängnäs,0,31715,2008,486
Strömstad,0,11607,2008,1486
Strömsund,1,12532,2008,2313
Sundbyberg,1,36079,2008,183
Sundsvall,1,94955,2008,2281
Sunne,0,13473,2008,1766
Surahammar,0,10062,2008,1907
Svalöv,0,13184,2008,1214
Svedala,0,19390,2008,1263
Svenljunga,0,10313,2008,1465
Säffle,0,15784,2008,1785
Säter,1,10957,2008,2082
Sävsjö,0,10883,2008,684
Söderhamn,0,25987,2008,2182
Söderköping,0,13959,2008,582
Södertälje,4,84753,2008,181
Sölvesborg,0,16840,2008,1083
Tanum,0,12271,2008,1435
Tibro,0,10662,2008,1472
Tidaholm,0,12693,2008,1498
Tierp,0,20153,2008,360
Timrå,0,17980,2008,2262
Tingsryd,0,12502,2008,763
Tjörn,0,14963,2008,1419
Tomelilla,0,12816,2008,1270
Torsby,0,12707,2008,1737
Torsås,0,7076,2008,834
Tranemo,0,11721,2008,1452
Tranås,0,18066,2008,687
Trelleborg,0,41558,2008,1287
Trollhättan,3,54487,2008,1488
Trosa,0,11362,2008,488
Tyresö,0,42332,2008,138
Täby,0,62266,2008,160
Töreboda,0,9256,2008,1473
Uddevalla,0,51186,2008,1485
Ulricehamn,0,22706,2008,1491
Umeå,4,112728,2008,2480
Upplands-Bro,0,22682,2008,139
Upplands Väsby,2,38248,2008,114
Uppsala,8,190668,2008,380
Uppvidinge,0,9347,2008,760
Vadstena,0,7475,2008,584
Vaggeryd,0,12981,2008,665
Valdemarsvik,0,7852,2008,563
Vallentuna,0,28954,2008,115
Vansbro,0,6916,2008,2021
Vara,0,15868,2008,1470
Varberg,1,56673,2008,1383
Vaxholm,0,10747,2008,187
Vellinge,0,32843,2008,1233
Vetlanda,0,26343,2008,685
Vilhelmina,0,7220,2008,2462
Vimmerby,1,15551,2008,884
Vindeln,0,5613,2008,2404
Vingåker,1,9000,2008,428
Vårgårda,0,10976,2008,1442
Vänersborg,0,36991,2008,1487
Vännäs,0,8357,2008,2460
Värmdö,0,37376,2008,120
Värnamo,0,32823,2008,683
Västervik,0,36356,2008,883
Västerås,6,134684,2008,1980
Växjö,6,81074,2008,780
Ydre,0,3726,2008,512
Ystad,1,27870,2008,1286
Åmål,0,12545,2008,1492
Ånge,0,10323,2008,2260
Åre,0,10259,2008,2321
Årjäng,1,9952,2008,1765
Åsele,0,3180,2008,2463
Åstorp,0,14533,2008,1277
Åtvidaberg,0,11543,2008,561
Älmhult,0,15411,2008,765
Älvdalen,0,7287,2008,2039
Älvkarleby,0,9064,2008,319
Älvsbyn,0,8465,2008,2560
Ängelholm,1,38854,2008,1292
Öckerö,2,12250,2008,1407
Ödeshög,0,5350,2008,509
Örebro,4,132277,2008,1880
Örkelljunga,0,9592,2008,1257
Örnsköldsvik,0,55387,2008,2284
Östersund,0,58914,2008,2380
Österåker,1,38720,2008,117
Östhammar,0,21434,2008,382
Östra Göinge,0,13662,2008,1256
Överkalix,0,3715,2008,2513
Övertorneå,0,4972,2008,2518
Ale,1,27394,2009,1440
Alingsås,0,37515,2009,1489
Alvesta,0,18757,2009,764
Aneby,0,6446,2009,604
Arboga,1,13302,2009,1984
Arjeplog,0,3143,2009,2506
Arvidsjaur,0,6622,2009,2505
Arvika,1,26100,2009,1784
Askersund,0,11307,2009,1882
Avesta,0,21762,2009,2084
Bengtsfors,0,9841,2009,1460
Berg,0,7447,2009,2326
Bjurholm,0,2500,2009,2403
Bjuv,3,14813,2009,1260
Boden,0,27408,2009,2582
Bollebygd,0,8253,2009,1443
Bollnäs,0,26175,2009,2183
Borgholm,0,10806,2009,885
Borlänge,1,48681,2009,2081
Borås,2,102458,2009,1490
Botkyrka,0,81195,2009,127
Boxholm,0,5248,2009,560
Bromölla,0,12285,2009,1272
Bräcke,0,6865,2009,2305
Burlöv,1,16509,2009,1231
Båstad,0,14269,2009,1278
Dals-Ed,0,4729,2009,1438
Danderyd,0,31150,2009,162
Degerfors,0,9709,2009,1862
Dorotea,0,2900,2009,2425
Eda,0,8577,2009,1730
Ekerö,0,25095,2009,125
Eksjö,0,16353,2009,686
Emmaboda,0,9223,2009,862
Enköping,4,39360,2009,381
Eskilstuna,7,95577,2009,484
Eslöv,2,31269,2009,1285
Essunga,0,5601,2009,1445
Fagersta,1,12249,2009,1982
Falkenberg,2,40739,2009,1382
Falköping,0,31419,2009,1499
Falun,0,55685,2009,2080
Filipstad,0,10626,2009,1782
Finspång,0,20733,2009,562
Flen,3,16139,2009,482
Forshaga,0,11401,2009,1763
Färgelanda,0,6691,2009,1439
Gagnef,0,10071,2009,2026
Gislaved,0,29212,2009,662
Gnesta,0,10318,2009,461
Gnosjö,0,9536,2009,617
Gotland,4,57221,2009,980
Grums,0,9142,2009,1764
Grästorp,0,5857,2009,1444
Gullspång,0,5335,2009,1447
Gällivare,1,18533,2009,2523
Gävle,4,94352,2009,2180
Göteborg,22,507330,2009,1480
Götene,0,13186,2009,1471
Habo,0,10674,2009,643
Hagfors,0,12636,2009,1783
Hallsberg,0,15235,2009,1861
Hallstahammar,0,15127,2009,1961
Halmstad,2,91087,2009,1380
Hammarö,0,14833,2009,1761
Haninge,0,76237,2009,136
Haparanda,0,10112,2009,2583
Heby,0,13355,2009,331
Hedemora,0,15195,2009,2083
Helsingborg,19,128359,2009,1283
Herrljunga,0,9348,2009,1466
Hjo,0,8859,2009,1497
Hofors,0,9873,2009,2104
Huddinge,1,95798,2009,126
Hudiksvall,0,36848,2009,2184
Hultsfred,0,13855,2009,860
Hylte,0,10277,2009,1315
Håbo,1,19452,2009,305
Hällefors,0,7333,2009,1863
Härjedalen,0,10585,2009,2361
Härnösand,0,24675,2009,2280
Härryda,0,34007,2009,1401
Hässleholm,2,50036,2009,1293
Höganäs,0,24480,2009,1284
Högsby,0,5873,2009,821
Hörby,0,14762,2009,1266
Höör,0,15261,2009,1267
Jokkmokk,0,5210,2009,2510
Järfälla,2,65295,2009,123
Jönköping,1,126331,2009,680
Kalix,0,16926,2009,2514
Kalmar,1,62388,2009,880
Karlsborg,0,6784,2009,1446
Karlshamn,0,30918,2009,1082
Karlskoga,1,29742,2009,1883
Karlskrona,2,63342,2009,1080
Karlstad,1,84736,2009,1780
Katrineholm,0,32303,2009,483
Kil,0,11717,2009,1715
Kinda,1,9811,2009,513
Kiruna,0,22969,2009,2584
Klippan,3,16382,2009,1276
Knivsta,0,14477,2009,330
Kramfors,0,19214,2009,2282
Kristianstad,0,78788,2009,1290
Kristinehamn,0,23963,2009,1781
Krokom,1,14460,2009,2309
Kumla,2,20214,2009,1881
Kungsbacka,0,73938,2009,1384
Kungsör,0,8116,2009,1960
Kungälv,4,40727,2009,1482
Kävlinge,0,28638,2009,1261
Köping,1,24847,2009,1983
Laholm,0,23345,2009,1381
Landskrona,1,41226,2009,1282
Laxå,0,5786,2009,1860
Lekeberg,0,7123,2009,1814
Leksand,0,15303,2009,2029
Lerum,0,38301,2009,1441
Lessebo,0,8165,2009,761
Lidingö,0,43445,2009,186
Lidköping,0,37989,2009,1494
Lilla Edet,0,12773,2009,1462
Lindesberg,1,23029,2009,1885
Linköping,4,144690,2009,580
Ljungby,0,27410,2009,781
Ljusdal,0,19077,2009,2161
Ljusnarsberg,0,5055,2009,1864
Lomma,0,21065,2009,1262
Ludvika,0,25650,2009,2085
Luleå,1,73950,2009,2580
Lund,1,109147,2009,1281
Lycksele,0,12427,2009,2481
Lysekil,0,14535,2009,1484
Malmö,24,293909,2009,1280
Malung-Sälen,0,10408,2009,2023
Malå,0,3295,2009,2418
Mariestad,0,23799,2009,1493
Mark,0,33821,2009,1463
Markaryd,0,9559,2009,767
Mellerud,0,9261,2009,1461
Mjölby,0,25770,2009,586
Mora,0,20146,2009,2062
Motala,0,41843,2009,583
Mullsjö,0,7027,2009,642
Munkedal,0,10246,2009,1430
Munkfors,0,3793,2009,1762
Mölndal,0,60381,2009,1481
Mönsterås,0,12980,2009,861
Mörbylånga,0,13834,2009,840
Nacka,0,88085,2009,182
Nora,2,10343,2009,1884
Norberg,0,5730,2009,1962
Nordanstig,0,9646,2009,2132
Nordmaling,0,7205,2009,2401
Norrköping,3,129254,2009,581
Norrtälje,3,55927,2009,188
Norsjö,0,4361,2009,2417
Nybro,0,19576,2009,881
Nykvarn,0,9227,2009,140
Nyköping,1,51209,2009,480
Nynäshamn,1,25781,2009,192
Nässjö,0,29489,2009,682
Ockelbo,0,5982,2009,2101
Olofström,1,13102,2009,1060
Orsa,0,6934,2009,2034
Orust,0,15308,2009,1421
Osby,0,12656,2009,1273
Oskarshamn,1,26232,2009,882
Ovanåker,0,11530,2009,2121
Oxelösund,0,11126,2009,481
Pajala,0,6309,2009,2521
Partille,1,34382,2009,1402
Perstorp,0,6983,2009,1275
Piteå,0,40860,2009,2581
Ragunda,0,5609,2009,2303
Robertsfors,0,6880,2009,2409
Ronneby,2,28416,2009,1081
Rättvik,0,10797,2009,2031
Sala,0,21499,2009,1981
Salem,0,15313,2009,128
Sandviken,1,36978,2009,2181
Sigtuna,2,39219,2009,191
Simrishamn,0,19328,2009,1291
Sjöbo,0,18153,2009,1265
Skara,0,18455,2009,1495
Skellefteå,0,71770,2009,2482
Skinnskatteberg,0,4567,2009,1904
Skurup,0,14867,2009,1264
Skövde,0,50984,2009,1496
Smedjebacken,0,10758,2009,2061
Sollefteå,0,20442,2009,2283
Sollentuna,1,63347,2009,163
Solna,1,66909,2009,184
Sorsele,0,2743,2009,2422
Sotenäs,0,9112,2009,1427
Staffanstorp,1,21949,2009,1230
Stenungsund,0,23983,2009,1415
Stockholm,8,829417,2009,180
Storfors,0,4363,2009,1760
Storuman,0,6227,2009,2421
Strängnäs,3,32024,2009,486
Strömstad,1,11690,2009,1486
Strömsund,0,12286,2009,2313
Sundbyberg,0,37722,2009,183
Sundsvall,2,95533,2009,2281
Sunne,0,13345,2009,1766
Surahammar,0,9980,2009,1907
Svalöv,0,13290,2009,1214
Svedala,3,19625,2009,1263
Svenljunga,0,10291,2009,1465
Säffle,0,15602,2009,1785
Säter,0,10900,2009,2082
Sävsjö,0,10871,2009,684
Söderhamn,2,25759,2009,2182
Söderköping,0,14042,2009,582
Södertälje,1,85270,2009,181
Sölvesborg,0,16813,2009,1083
Tanum,0,12253,2009,1435
Tibro,0,10611,2009,1472
Tidaholm,0,12632,2009,1498
Tierp,0,20044,2009,360
Timrå,0,17902,2009,2262
Tingsryd,0,12358,2009,763
Tjörn,0,14961,2009,1419
Tomelilla,0,12936,2009,1270
Torsby,0,12508,2009,1737
Torsås,0,7044,2009,834
Tranemo,0,11622,2009,1452
Tranås,0,18043,2009,687
Trelleborg,2,41891,2009,1287
Trollhättan,7,54873,2009,1488
Trosa,0,11446,2009,488
Tyresö,0,42602,2009,138
Täby,0,63014,2009,160
Töreboda,0,9255,2009,1473
Uddevalla,0,51518,2009,1485
Ulricehamn,1,22753,2009,1491
Umeå,4,114075,2009,2480
Upplands-Bro,0,23202,2009,139
Upplands Väsby,0,38641,2009,114
Uppsala,10,194751,2009,380
Uppvidinge,0,9320,2009,760
Vadstena,0,7420,2009,584
Vaggeryd,0,12959,2009,665
Valdemarsvik,0,7811,2009,563
Vallentuna,0,29361,2009,115
Vansbro,0,6876,2009,2021
Vara,0,15771,2009,1470
Varberg,1,57439,2009,1383
Vaxholm,0,11001,2009,187
Vellinge,0,33162,2009,1233
Vetlanda,1,26350,2009,685
Vilhelmina,0,7156,2009,2462
Vimmerby,0,15538,2009,884
Vindeln,0,5519,2009,2404
Vingåker,0,8911,2009,428
Vårgårda,0,10967,2009,1442
Vänersborg,5,36871,2009,1487
Vännäs,0,8357,2009,2460
Värmdö,0,37756,2009,120
Värnamo,0,32753,2009,683
Västervik,0,36290,2009,883
Västerås,5,135936,2009,1980
Växjö,3,82023,2009,780
Ydre,0,3672,2009,512
Ystad,1,28109,2009,1286
Åmål,1,12434,2009,1492
Ånge,0,10148,2009,2260
Åre,0,10278,2009,2321
Årjäng,0,9915,2009,1765
Åsele,1,3133,2009,2463
Åstorp,0,14667,2009,1277
Åtvidaberg,0,11498,2009,561
Älmhult,2,15570,2009,765
Älvdalen,0,7288,2009,2039
Älvkarleby,0,9068,2009,319
Älvsbyn,1,8387,2009,2560
Ängelholm,0,39083,2009,1292
Öckerö,0,12292,2009,1407
Ödeshög,0,5314,2009,509
Örebro,2,134006,2009,1880
Örkelljunga,0,9639,2009,1257
Örnsköldsvik,0,55128,2009,2284
Östersund,0,59136,2009,2380
Österåker,0,39173,2009,117
Östhammar,0,21391,2009,382
Östra Göinge,0,13526,2009,1256
Överkalix,0,3670,2009,2513
Övertorneå,0,4920,2009,2518
Ale,0,27442,2010,1440
Alingsås,1,37796,2010,1489
Alvesta,1,18802,2010,764
Aneby,0,6393,2010,604
Arboga,0,13285,2010,1984
Arjeplog,0,3161,2010,2506
Arvidsjaur,0,6529,2010,2505
Arvika,1,26034,2010,1784
Askersund,0,11278,2010,1882
Avesta,0,21583,2010,2084
Bengtsfors,0,9791,2010,1460
Berg,0,7352,2010,2326
Bjurholm,0,2460,2010,2403
Bjuv,0,14841,2010,1260
Boden,5,27471,2010,2582
Bollebygd,0,8375,2010,1443
Bollnäs,0,26248,2010,2183
Borgholm,0,10676,2010,885
Borlänge,1,49251,2010,2081
Borås,4,103294,2010,1490
Botkyrka,0,82608,2010,127
Boxholm,0,5221,2010,560
Bromölla,0,12272,2010,1272
Bräcke,0,6885,2010,2305
Burlöv,0,16701,2010,1231
Båstad,0,14278,2010,1278
Dals-Ed,0,4692,2010,1438
Danderyd,0,31330,2010,162
Degerfors,1,9641,2010,1862
Dorotea,0,2878,2010,2425
Eda,1,8524,2010,1730
Ekerö,0,25410,2010,125
Eksjö,0,16244,2010,686
Emmaboda,0,9187,2010,862
Enköping,0,39759,2010,381
Eskilstuna,2,96311,2010,484
Eslöv,0,31587,2010,1285
Essunga,0,5564,2010,1445
Fagersta,0,12443,2010,1982
Falkenberg,1,41008,2010,1382
Falköping,0,31513,2010,1499
Falun,2,56044,2010,2080
Filipstad,0,10562,2010,1782
